,cust_no,age_level,exp_code,source_code,0,1,2,5,9,A,trans_type,c0,c1,c2,c3,c4,c5,c6,current_c,H,O,R,company_type,avg_stock,current_stock,avg_amount,current_amount,label
0,0xDB5D3FF6B7FE584CAE62A6C482194282E627EE8F9BBB37D0BBA43B012950E3D0,3,2,2,12,0,0,0,0,0,0,11,0,0,0,0,1,0,0,10,2,0,H,1641.5,2000,55712.85,94060,1
1,0x1879388A362A9CE3DB27F651C333F9BF4B66460538CFD835F4F77E45604CFD4F,4,3,2,6,0,0,0,0,8,0,4,0,0,0,6,0,4,6,14,0,0,H,4071.42857142857,2000,175290.714285714,34200,1
2,0x78D069BCC23EAD3DF21154E5C04838C7F942ACD422BBD1D902A0065A68B90238,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,H,846.833333333333,26,15386.045,2005.38,1
3,0x2E5D5882D3FA49E0B552A4C481F43307F854246B918BFF2399EAA997A6211BFB,3,0,2,32,0,0,0,0,0,0,4,2,2,5,0,2,17,5,31,1,0,H,1875,1000,84634.375,230000,1
4,0x6711C00180B590285AB040EAAB3EB9D1F7704BA2B4CE2A89603694CD92EC6D3E,2,0,2,8,0,0,0,0,0,0,6,0,0,2,0,0,0,3,6,2,0,O,26.875,30,3972.9,7758,1
5,0xA785349AB772B18D0DBEE3B70700A15DC00B87C5334DF7A374ADAAF4C3E4ECBE,4,4,2,72,0,0,0,0,154,0,181,18,9,2,2,14,0,1,176,50,0,H,4164.4203539823,4000,210978.117300885,178800,1
6,0x650750E6721E49A28D14A4867D596A09E50C16B4F72E87A90866AAA5C8B505B2,4,3,2,28,0,0,0,0,38,A,42,2,0,0,22,0,0,4,66,0,0,H,6151.51515151515,69000,401412.424242424,3049800,1
7,0xF7C007084CFF01A5F8495345C8EED70159EAAB65914438750A657575CB3FD874,4,0,2,0,0,0,0,0,20,A,12,8,0,0,0,0,0,0,12,8,0,O,23300,60000,1926704,1894800,1
8,0xE5306FC17C179056A5C4E810424B9FA434EFA5F4B951E23DD736875F724F88DF,4,0,2,292,0,0,0,0,0,0,244,22,26,0,0,0,0,0,292,0,0,H,1595.8904109589,4000,36935.7534246575,209920,1
9,0x828358417FE748E5AA8D76AF8C547B45F02A34D65394BBC4B94703658AE39374,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,0,0,1
10,0x1F316A19F5B7B7AD9E47F8524583BE6A9F29B642E77C2C7F2DB6F46DB2398B18,5,3,2,2,0,0,0,0,8,0,0,0,0,0,0,0,10,6,10,0,0,H,64000,40000,2710760,4348000,1
11,0xBD55F72678E9ACF743E7667648429430825AA39C32A4FBDDA7DBBA57D7E20969,1,0,2,43,0,0,0,0,0,0,21,6,2,0,0,12,2,6,20,23,0,H,1302.32558139535,1000,14154.4186046512,32430,1
12,0x34B62C159A5FADD0AFEB9EF6575391297F71370158E27F1E65F7A9C31A8B3842,4,4,2,88,0,0,0,0,2,0,18,15,7,1,0,0,49,6,81,9,0,H,3523.44444444444,10000,27208.2555555556,33800,1
13,0x70C7C05B4D077DAF0A7C6256E22A9B80D0770D729F3184BF64784B635D20CBF1,2,0,1,45,0,0,0,0,0,0,31,2,0,0,8,3,1,0,40,5,0,H,570.755555555556,500,20407.3086666667,27700,1
14,0x3DCF1F38901FF28ED8C21140A974FEC979BE491AF368DB7332AA9D17383A316B,4,4,2,208,0,0,0,0,0,0,154,16,4,0,0,22,12,6,158,38,12,R,1783.65384615385,12000,130470.625,998400,1
15,0x9015165E4614B8689EA28C27FAC724202F20E6C9F784671FD985FAA8355829CD,2,0,2,13,0,0,0,0,0,0,6,1,3,0,2,0,1,0,10,3,0,H,1461.53846153846,2000,42834.6153846154,98800,1
16,0x1C2A65134394B66AA75BFF614C4C2586EFD445F4503AFE6ED2FE6608B818B8E5,4,4,2,64,0,0,0,0,114,0,136,35,0,1,6,0,0,0,136,42,0,H,3455.23033707865,4000,106385.667921348,184800,1
17,0x1BBD09830559DA059723F66B548ECE067B949A3CBB18D936261DC24A2B145858,4,3,2,72,0,0,0,0,36,0,60,21,17,2,0,4,4,6,82,26,0,H,4486.60185185185,1000,160272.769444444,18570,1
18,0x4AB6182C44C945657E559305B3E77B473D043EE554337FFC718D3ED0035A54C5,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,H,1000,1000,10450,10450,1
19,0x18E96BD68AEC6EB8771D26715E3395347C2CE1820F7428DDD22B1E5D805150C4,2,0,2,95,0,0,0,0,0,0,47,4,0,6,7,6,25,4,85,8,2,H,27715.7894736842,47000,158332.315789474,1802450,1
20,0x7201BBEFC36B9891B64E007D9B32E2CE69D4295748061597485C66DE4FCFC9A8,3,2,2,10,0,0,0,0,0,0,0,7,0,3,0,0,0,3,2,5,3,O,1300,2000,93282,126600,1
21,0x03EBACE825222B4A4FB1ADBBAD08AC959CB0A59F336C84A886CB0DC21C37740B,3,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,O,12000,12000,470160,467400,1
22,0xA59C829C7CEE03A358AC404E7FB7F554D2634A2DDC5D4EC522E28A54B1B82AC1,2,0,1,20,0,0,0,0,0,0,18,2,0,0,0,0,0,0,20,0,0,H,1800,3000,58745,143550,1
23,0x2919A6CC3E1DC3432BB3F60F4D88EF98930829740F52A3C34B03CAA4ABF1E2F4,4,0,2,82,0,0,0,0,0,0,44,16,2,1,7,9,3,1,68,14,0,H,3798.17073170732,10000,291829.262195122,204500,1
24,0xA563AC265DE331E7AFF100E4121B31645CAD8E9BF5255F8D9701A4EE43BBA886,2,0,1,52,0,0,0,0,0,0,23,13,0,1,0,8,7,1,37,15,0,H,1888.46153846154,5000,22671.0384615385,63250,1
25,0x245BDFEBEC2902A161F1D2C976DDF491088C23E9C506ABB78968D89A1FB1AC5A,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,H,1000,1000,11850,11850,1
26,0xAD3E5ECB2D05B31F2F4848D6BEA6AECCE129D169112A9B9EC9E6951C88E36A95,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,H,1500,1000,8305,5530,1
27,0x4FF39B15BC8025857C22EAF3FFE949D36E0C0D35EF575730981A0A296D1B5614,2,0,1,14,0,0,0,0,46,A,36,10,0,0,0,14,0,0,50,10,0,O,2280,11000,122657.466666667,421300,1
28,0xAFF9287A0EB1F85EE38DF409031C3106F8A5F165E82B057FE8746E65BA79C29C,2,1,1,36,0,0,0,0,18,A,41,7,0,0,0,0,6,0,50,4,0,H,9540.74074074074,13000,241166.481481481,999570,1
29,0x7878022D6CD4FC07DE271C1C13BFBDE3976F804E275F42650B559781D6EEE020,4,4,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,0,H,1500,2000,31262.5,41400,1
30,0x038F8DADDD8F262B624C55F4DE28AB0299A6A9787F25A6025E69C7F09AD846FC,4,0,2,50,0,0,0,0,0,0,32,8,0,4,0,3,3,0,23,12,15,R,416.44,300,14445.008,28860,1
31,0x6564AC8201B39727616DB3F96FAEA43AEE2F09CA04EBC4DEEB01ADB0C12C30FB,3,3,2,95,0,0,0,0,0,0,43,15,2,12,2,5,16,6,76,13,6,H,1554.66315789474,2000,28098.8285263158,59660,1
32,0x6EDE889B995AFB665AB2B399DBE84108D2A1A06F287A564341FE4B5BA233A34F,6,4,2,0,2,0,0,0,38,A,38,0,0,0,0,0,2,0,36,4,0,H,17800,40000,1572421.5,3140000,1
33,0x7C4BB336A7A1DB2111E73D8A3ABB823309CD48FC05B174A236F4DCDFBA9C3F8D,6,0,2,31,0,0,0,0,0,0,26,3,0,0,0,0,2,0,31,0,0,H,1838.70967741936,3000,50613.8709677419,108810,1
34,0xAB9A9CF1D15274F1380CF3648B1F9291B2AA8BA365AFC76088D515874DCE9871,2,0,1,7,0,0,0,0,0,0,0,0,6,0,1,0,0,4,7,0,0,H,2571.42857142857,2000,53392.8571428571,64500,1
35,0x32F2C73B9ACEA022135C2F09FE2EE680B83E2A019358605BE911A9C85A8CD344,3,2,2,21,0,0,0,0,72,0,82,8,1,0,0,0,2,0,87,4,2,H,1355.16129032258,1000,107557.923655914,128700,1
36,0xE9C8EBB1F0A7ADD2086F93E09132B353720B25D19B578D7C27AECEE15DB50E63,4,0,2,19,0,0,0,0,10,0,23,0,2,2,0,2,0,5,23,6,0,O,1965.51724137931,1000,93913.7931034483,218600,1
37,0x970F67B2A6F7FA66102B0EFE01F25C45EF2562A12AAA79605179CE316FE85F00,3,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,2,6,6,0,0,H,1333.33333333333,2000,109993.333333333,52780,1
38,0x6900088E9759947DAAB301024E3BA8BF8EC12AFEEFC5B6AFA64B9CA6BA954F88,4,0,2,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,H,6666.66666666667,4000,42760,44200,1
39,0xEE5609C2980749C95D8D7E607DC719C17F54A9DB496719690E8423D1C7B2366B,3,0,2,19,0,0,0,0,0,0,7,2,0,2,0,0,8,0,11,0,8,H,1012.10526315789,1000,162915.611578947,77700,1
40,0xB9BFA6F8B02F632BB8886915D2358905DE5C3F70263D3B19A423C365AFF15287,3,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,H,2000,2000,170700,175200,1
41,0xDB34672864F4CF26B9530F6A6802BEF2801E7D742CF0F039A69B1C38B56B4DEB,5,2,2,34,154,12,0,4,378,A,551,15,0,16,0,0,0,0,454,128,0,H,9773.19587628866,2000,480966.408934708,692800,1
42,0x5C81252F65A38C76F7E71CC734E0525202DF6C0FED7EB8FEE9F8930057ADAD41,4,1,2,52,0,0,0,0,0,0,13,16,17,0,0,4,2,0,47,5,0,O,2357.69230769231,2000,179739.807692308,859400,1
43,0x7BFFBA1695336672D5038E1712353A687B4895F7FD40FDF2AA442C8021FFD856,5,2,2,197,122,0,0,0,2,1,115,65,0,13,28,13,87,0,164,95,62,O,2984.42367601246,1000,67967.0093457944,66600,1
44,0x4B96554FBF7FE1BD24A2DF3C977B6C5AA7F0AFFF28FA86506B602134984A741E,4,0,2,18,0,0,0,0,0,0,11,3,0,2,0,2,0,1,16,2,0,H,1333.33333333333,2000,274644.444444444,352800,1
45,0xF92E03D319E061890D2EFD8BD80AA1251E791496839E26758733DB3D72C90C17,2,0,2,10,0,0,0,0,0,0,6,0,2,2,0,0,0,0,10,0,0,H,1000,1000,83390,29300,1
46,0x8670476BC50546AA2D8652AF9D2DDFB79C17029BEA5FFD8998ED9C3D9D78B22B,3,3,2,118,0,0,0,0,32,0,77,58,0,0,0,15,0,1,131,19,0,H,1324.33333333333,1000,269862.582666667,757700,1
47,0x6CC7CB650CD26E04CC590C09794446773C1D9035F4614A1256B7E5981B4F5334,2,0,2,19,0,0,0,0,0,0,6,0,0,2,0,0,11,0,12,5,2,H,14160,15000,36175.3368421053,198750,1
48,0xFE3767DC789C294D3E194E011B91E227DABCD244CF8E9033A7BABD1020C400C0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,H,3000,3000,26190,26070,1
49,0x2CED1097490F0851FD4CA6481D422640E93ACA3307E8ECAA73C2B5746301241D,2,0,2,34,2,0,0,0,20,0,36,14,0,6,0,0,0,1,34,22,0,H,1928.57142857143,7000,253548.035714286,1328810,1
50,0x6AE3B2A6E646EA2577CCBE91A29FAD9DE0035C937953E46E2F6FAB55F70940E3,3,2,2,15,0,0,0,0,0,0,2,5,0,6,0,0,2,1,10,3,2,O,794.666666666667,1000,23559.3466666667,60700,1
51,0xD642A854BC9B7661FF6DFEE31D4CE423ACE74CD4E227532C3DFE56295867CC65,3,0,1,12,0,0,0,0,0,0,5,0,0,7,0,0,0,0,9,3,0,O,1833.33333333333,3000,118158.333333333,358500,1
52,0x4843C5D1A2D2C648DD7C9191EA12C74C4EB83ED7F142B5424F2A661F8BB90D09,3,0,2,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,2,0,H,1750,3000,73555,234300,1
53,0x12BC00BD3DFB154939D349570E2A7E30CF3E30A8614215E14B5EB7D1BEF8E358,3,0,2,17,0,0,0,0,0,0,0,0,10,3,0,4,0,3,15,2,0,H,752.941176470588,1000,20036.2941176471,72100,1
54,0x8A1A042BED57B769EAC6423FA214912133008973ADFB0F939E0276B791C8CBB6,4,1,2,95,0,0,0,0,14,A,63,26,0,6,0,0,14,0,61,34,14,H,6651.37614678899,5000,277634.220183486,1534000,1
55,0x4EAF1E0C1182D8B6F1C98F64136A56FF20FA9C936461FCC0367BD0BC24B630FB,4,3,2,10,0,0,0,0,0,0,7,3,0,0,0,0,0,1,10,0,0,H,4341.6,14000,87315.96,270200,1
56,0x420EFE020B8E8C91D729819FB0D99BEA8F2A4C887EA53B92EC5284E42E450735,3,3,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,H,1000,1000,329250,316600,1
57,0x6E85EEFDF42495DB86EB52E8228B8CBBA618380088DE612DA7EB8629BC335734,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,H,0,0,0,0,1
58,0x549413864E9A08777C37669004559D43B5B6A7419C682F86961924B497E06421,4,4,2,20,104,4,0,0,2070,1,1792,377,0,0,0,12,17,1,1783,415,0,H,58426.296633303,209000,919297.356687898,2401410,1
59,0x5C12755F883133B198E82323DB3A73B589C4A7551F6CA78AC857B82F8EB7ACB8,3,0,2,55,0,0,0,0,0,0,4,9,16,6,0,5,15,6,37,18,0,H,2345.45454545455,1000,38268,18130,1
60,0xEB5661BD5204ED2F8298B986B0E2608BDC8B470934104B67DC942876DF333790,4,1,2,28,2,3,0,2,0,2,23,2,2,4,0,4,0,5,27,8,0,O,1371.42857142857,1000,86675.7142857143,117400,1
61,0x92817A12B3DA4699B00186EDEB788ADBD49B51ABFCDD36FD7ECAA3FBDAC4B5CC,6,4,2,76,7,0,0,4,410,0,383,100,0,8,0,5,1,1,345,151,1,H,1784.70824949698,2000,317090.563380282,310000,1
62,0x2CC4318BDB487149593968E62D0DC8C9E8A3F944D53E8B8F04157D1FF190C110,4,2,2,22,0,0,0,0,0,0,8,4,8,0,0,1,1,1,18,4,0,H,1000,1000,20934.5454545455,24100,1
63,0x0A2F7834FE01D56A862F371919E3A6E3FC8A7FDDD458A56090AB7C7567F88F1A,3,2,2,1,3,5,0,0,40,A,45,4,0,0,0,0,0,0,27,22,0,H,71816.3265306123,9000,1372285.91836735,1919970,1
64,0xC8CF0F21B169945E73152105EB1099016787B27959DA580E86AB59F7778FD301,3,4,2,19,0,0,0,0,0,0,1,13,1,0,4,0,0,1,18,1,0,H,1631.57894736842,1000,59176.3157894737,85400,1
65,0x2BA3EA6C10EE26706A0A41D6C55FEEF8191C019FB4A3353A17CD4171DFCD018D,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,5,2,0,0,H,505,1000,131147.5,261400,1
66,0x6D472CDE3DDCBAD4A6FA8AEBCFC4F9D0702A16017A4A7053CE271A34BF0F5992,6,4,2,43,149,0,0,0,48,1,203,12,0,18,0,7,0,0,116,122,2,H,3433.33333333333,2000,219437.083333333,441800,1
67,0xD051374E4867D23299E69E93FE3E6845B2CF00F15C5B3CD5F0E11E34899B9F5C,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,H,0,0,0,0,1
68,0x2AAF671870B9498DADB87F58EED09EF2756F1AD269B75492682AF959EF0CC041,6,4,2,33,3,0,0,0,16,A,41,10,1,0,0,0,0,0,47,5,0,H,1250,1000,63651.7307692308,300900,1
69,0x7252CFC07584DA01FDA18FA0AC27E1FF2EAAACD87B5992A727CAD29435BB0B35,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,H,1000,1000,23070,23070,1
70,0xC7CD32A6D61B65EFB6B83D6D367E2AD55283532F1DA725075AD4E617B31E6ACF,5,1,2,95,0,0,0,0,0,0,62,13,5,0,13,0,2,1,89,6,0,H,1200,1000,20196.4210526316,19100,1
71,0xC6950D53A8816D14D3ACB9E35B2DA84668D773F159089CC4D1F53A3B1C411E04,2,1,2,56,0,0,0,0,164,0,216,0,0,0,0,0,4,0,180,40,0,H,4481.81818181818,7000,407249.636363636,2103290,1
72,0xF21C89E43A2896AD305C6F1460609A7C70F25B1F4284C0F633E650679E944969,5,3,2,25,0,0,0,0,0,0,23,0,0,1,1,0,0,0,21,4,0,O,1522.32,1000,78448.0648,93300,1
73,0x15CEDDE2D7800E32444A97304B1A2251F42A80C2ABFC52401C3FCF01EDC6B953,4,3,2,6,0,0,0,0,0,0,3,0,3,0,0,0,0,2,3,3,0,H,1150,2000,21300.8333333333,30400,1
74,0x2ADA81C525A173ACF77471F16AABEBA988B231802C0E70F462632CC0E0B7CDDE,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,H,1333.33333333333,1000,36606.6666666667,27720,1
75,0xBD1651FF742FB2C2FFFF543B5A4F440FEC380A200E2984DC6DC5B0C35EB1F5C8,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,H,0,0,0,0,1
76,0x88B6B546D95B6A9D3D0D35E5330C15EDA0765CA920F4A510840992A36A809CC8,4,4,2,7,10,0,0,0,392,1,351,18,0,34,2,4,0,0,324,85,0,H,12591.6870415648,6000,1090647.72616137,869400,1
77,0x9CA62CC05CB50AB33385E75A2722B04EC4A7ECA5CDFFB070D34E8B179AA76F4F,3,2,2,8,0,0,0,0,0,0,2,1,0,0,0,0,5,1,3,0,5,H,2500,1000,56858.75,23700,1
78,0xAD87A661447F3727559B3774A96410C4E0B5226A2C8A534237A3F53101E3ECD6,3,4,2,14,0,0,0,0,0,0,1,13,0,0,0,0,0,1,14,0,0,H,12828.5714285714,10000,343779.142857143,202000,1
79,0xE2E539BD218302B902E0332B982650292FDCFABD79B1DE8B76590D6C6F25B1BB,6,1,2,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,13,4,0,H,5764.70588235294,10000,35612.3529411765,40700,1
80,0xFEA147655C523563DE829A9BA7BAB081977E47EBCC131269DED77109F340E4DD,6,4,2,69,92,12,0,2,652,0,727,31,0,15,2,50,2,5,589,238,0,H,1522.87424425635,1000,364255.531197098,238300,1
81,0x81A16A9CA98EC12DCA1003B6BEF95895CEF816274A5E746510C072DFE6F853D7,6,4,2,21,0,0,0,0,0,0,9,7,1,0,1,0,3,0,21,0,0,H,1111.95238095238,1000,17519.4538095238,25300,1
82,0xF7B4B7B024D77CB7A88003CB64113699E7A90CB1BCEE02C51DCD08BA54B0DB68,6,4,2,10,7,0,0,0,6,0,23,0,0,0,0,0,0,0,6,17,0,O,5304.34782608696,2000,298332.608695652,67400,1
83,0x5304789364F0E70FF7705BAA0887F80CC40306609C430351A540E022919A1C17,3,4,2,34,0,0,0,0,0,0,4,0,0,0,0,0,30,0,17,17,0,H,44941.1764705882,2000,11116.1764705882,17180,1
84,0xCFDA0C821E2CC4DE46754E4A84CC646A4B992F98DDEE6601DB1BEFAC33F6A7A8,4,4,2,7,0,0,0,0,0,0,2,0,3,0,0,0,2,2,7,0,0,H,2000,4000,14735.7142857143,34160,1
85,0x77B1F70BBC47F95E3A52CFA891208DBD89B37997F144AF5459E676C8C17FEE09,3,3,2,2,0,0,0,0,130,A,106,8,0,6,0,12,0,0,86,46,0,H,5848.48484848485,20000,1129262.42424242,7165600,1
86,0xD7594292F601B5C8D28278F4F8BA1BBA57BF54540501287CC847ACE2A342F52E,4,3,2,14,0,0,0,0,0,0,12,2,0,0,0,0,0,0,14,0,0,H,1928.57142857143,1000,35646.4285714286,8190,1
87,0x96DE98D228830D8C59592E1847612071D40B821E27E2D14480FA1B011AC75C5B,4,4,2,68,0,0,0,0,0,0,3,4,23,0,0,0,38,6,65,3,0,H,1492.82352941176,1000,37576.6951470588,33660,1
88,0xE17729D8AB65726B095882450E5529A20005C741D7BC3FE557C30763EFEFCD1B,5,2,2,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,H,4333.33333333333,5000,229166.666666667,238500,1
89,0xCE5614CB3683D224ADACC174B8C1405A21EFB190CF740E805634E4627B08C57D,6,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,H,2000,2000,496800,496800,1
90,0x9B16D13A82B8D345CC5EA6DEFEEBC97553F36AEB407463DEE1D8D010D48B1116,6,2,2,2,0,0,0,0,248,0,194,24,0,16,0,16,0,0,134,116,0,H,6000,10000,413992.8,942000,1
91,0xDEB36E25115FA1D4110585FEBCACA4CA47C0CD20F9B72C70D763367D7C39A95A,6,3,2,49,0,0,0,0,2,0,47,2,0,2,0,0,0,0,42,9,0,H,1372.54901960784,2000,247467.647058824,463000,0
92,0x4E3DBC575207C3D368DB462D288111BA0B2AD39141892B543A7A9E1156F462E3,3,0,2,101,0,0,0,0,0,0,39,36,14,0,0,4,8,1,81,20,0,H,2491.41584158416,1000,42267.8074257426,23100,0
93,0x0E46FEA18F2F87E15CF294169FFC58FF982BCE56879D1B20E94F13258658AF42,3,0,2,30,0,0,0,0,0,0,20,4,2,0,2,0,2,6,25,5,0,H,1171.33333333333,1000,44007.7,14780,0
94,0xDE125F679AC3F0492B2809A09595CD6C3F98579ED78272F0D0975C01DE3EABEA,4,4,2,19,0,0,0,0,0,0,3,6,2,4,0,4,0,3,17,2,0,H,2578.94736842105,1000,95823.6842105263,80800,0
95,0x46A8251753EE2C642E8BA9C183976A7414DE694AA2A0DFFCE36D629CAA19FA2B,4,4,2,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,32,4,0,H,1669.44444444444,1000,167887.222222222,190400,0
96,0xB1FD4CBAEF9AB7909F6C8983E35DFBFADE80E33C17645EEA3BBAC4EE21132129,4,4,2,111,0,0,0,0,6,0,47,24,4,14,0,5,23,0,70,47,0,O,3418.80341880342,1000,49360.1709401709,64700,0
97,0xC490BC99126127F92A1568908F1BA1F2C1EE622BDDC6330B1BC35386B10B6D20,2,3,2,22,0,0,0,0,0,0,19,0,2,0,0,0,1,0,21,0,1,H,1136.36363636364,1000,60780,76800,0
98,0xCC08975AB59788F40B616062CCB23914EFF0CCAD1BFB8BDE476D0E9E0CE87176,3,0,1,10,0,0,0,0,0,0,1,0,0,0,0,2,7,6,10,0,0,H,240,75,10926.14,8679.75,0
99,0xD653E82FA7F4D426BFF03E87AA2B2F8095E71F1823D9FEA9525F8ACC8B16C3E1,4,2,2,23,0,0,0,0,0,0,6,4,5,0,0,6,2,0,22,1,0,H,1086.95652173913,1000,46627.3913043478,89700,0
100,0xF0F462C37C90365A753D7B69ECF8E7F0D57F6A3A35E161ECC79F0E6FA58AEF80,3,0,2,16,0,0,0,0,0,0,10,2,0,4,0,0,0,0,10,6,0,H,2131.25,1000,131449.375,18200,0
101,0x84C064277CF321AEF4EAA0584B269ED61491EECA3516B73F17365DB8037061CE,3,0,2,124,0,0,0,0,0,0,81,23,0,4,16,0,0,0,97,27,0,H,351.822580645161,25,11291.9229032258,1048.5,0
102,0xF462BEFFC7FCF538F3B18A046314B2C6FE5D67F78D822BC3E34DF20544310E76,3,0,2,55,0,0,0,0,0,0,29,4,0,6,9,1,6,0,45,10,0,H,1028.92727272727,1000,35842.7327272727,18700,0
103,0xA88B4C9F98B4C2C5405690B49300022E496E8BFA4FF1D77B8527102188A918BD,2,1,1,41,0,0,0,0,24,0,50,1,4,0,8,0,2,6,55,10,0,H,1250.6,9,85380.0246153846,964.71,0
104,0x6BDCB1A8A9745DE2B5FEADB51608DAA4C8700823F7F755553FEEA273DF71B26B,4,0,2,42,0,0,0,0,0,0,9,21,7,0,5,0,0,0,40,2,0,H,1452.38095238095,1000,48030,67400,0
105,0x08E37E975CF84FE8B8DF3149D10A248518A440493E50BCC8BD390856ABDE3DEE,4,0,2,44,0,0,0,0,2,0,23,3,5,9,3,3,0,2,26,20,0,H,2285.21739130435,5000,51930.652173913,57250,0
106,0x0683AB0D99F70555F99BAFF0B99CCEF87BC22E32EE601F372DBA906AFDE4DE60,2,0,1,34,0,0,0,0,0,0,21,6,0,3,4,0,0,1,28,6,0,H,834.705882352941,1000,40518.2352941177,22600,0
107,0xFE9798C998EC103525C4CF2DDBE12F6A7C7FC8730F08CD3DBCF78BF800A24D96,4,3,2,32,0,0,0,0,0,0,12,6,7,0,0,0,7,0,32,0,0,H,3192.96875,1000,147838.853125,81200,0
108,0xE65BE7F45362F8611584C079BE1A632F1DBE0C0580A20A1AB00F8E157C402504,3,4,2,14,0,0,0,0,2,0,2,1,4,0,0,2,7,1,16,0,0,H,3121.9375,551,74402.278125,8788.45,0
109,0x5B70558E8733D57B7D42F21FEC78889D98F53655323D9316D82FE6EBDD148649,4,3,2,26,0,0,0,0,0,0,22,4,0,0,0,0,0,0,7,19,0,H,3423.07692307692,4000,141045,188920,0
110,0xCEEC299A5EB68414AA57BCDA009906EB7B8AEB25587BB4E1200D1C3E67CBAB8D,2,0,2,44,0,0,0,0,0,0,13,1,9,0,9,10,2,2,35,9,0,H,1591.81818181818,2000,36741.5909090909,19100,0
111,0x5F832BCCD64F093D2F998A5A650F832C9FD26E9D6A672526D4B3C1B059E4ECDF,2,3,2,28,0,0,0,0,0,0,12,4,3,1,3,5,0,0,23,5,0,H,2771.42857142857,10000,55751.0714285714,137100,0
112,0x5551A9D23C230A1CFF5A3EACE1C2CEB1A38556A2831905CCB12FEA149829F325,2,4,2,43,0,0,0,0,0,0,3,0,4,0,0,0,36,6,43,0,0,H,935,1000,20549.0965116279,19040,0
113,0x08A59937B93D2FEBEB86EBFB71F72FFCAA14D352A8020AC68BE6BD2C46BC9283,3,3,2,12,0,0,0,0,0,0,4,2,2,4,0,0,0,0,12,0,0,H,879.166666666667,1000,33756.6666666667,35300,0
114,0x7B83CC2F7277C326BF453700F5B7BB3AA724ED1D70C20610506636E8238BC33D,4,0,2,4,0,0,0,0,14,0,8,6,0,0,2,2,0,1,18,0,0,H,1666.66666666667,1000,152927.222222222,41650,0
115,0x9B44CEEFD1D200AA21B65AE63D9CDF59DD8BA887D6786DF7EF8B09C30BDE81A5,2,3,2,59,0,0,0,0,4,0,48,6,4,5,0,0,0,0,49,14,0,H,1033.19047619048,2000,50192.6217460317,52600,0
116,0x7C880E3EAD8A842D35F954641D38710C4C7E938B1372C1E1DB96EBA2F5973A88,4,4,2,87,0,0,0,0,2,0,8,9,9,29,0,23,11,3,70,14,5,H,954.606741573034,400,82270.2247191011,30156,0
117,0xDD0F22DB032E6961D9019EA5E3CA1B6A2A785C2C4BEA9B524B0EFE5441A070E0,4,2,2,44,0,0,0,0,0,0,15,6,23,0,0,0,0,0,40,4,0,O,1409.09090909091,1000,23104.3181818182,20200,0
118,0x30BD8735DF4948A62D3BCDE12683721508C03AB09C29560C076800AB93EAF55F,2,0,2,16,0,0,0,0,0,0,7,5,0,2,2,0,0,1,16,0,0,H,1750,2000,56213.125,40600,0
119,0x4F41E60E3346081D182ECF8760022849BAFCE464243AB7E1CB1619795829959C,3,0,2,37,0,0,0,0,6,A,5,5,0,21,8,4,0,3,43,0,0,H,1186.04651162791,1000,56063.2558139535,81900,0
120,0x07BE57CE598AE20F21EE97EA91678FB1A6A26AFB6143355E3EDA69C28A96FC88,3,3,2,72,0,0,0,0,0,0,38,34,0,0,0,0,0,0,51,21,0,H,2436.11111111111,1000,38916.75,12000,0
121,0xE5BB3D87C69DE55D94F1DF52D46078E185ABC35865B31550BF1E93B7027A2309,1,4,2,10,0,0,0,0,2,A,4,0,2,6,0,0,0,0,12,0,0,H,7500,10000,117267.5,180500,0
