,cust_no,age_level,exp_code,source_code,0,1,2,5,9,A,trans_type,c0,c1,c2,c3,c4,c5,c6,current_c,H,O,R,company_type,avg_stock,current_stock,avg_amount,current_amount,label
730,0xCB91D232CE710D47CDA06151263F66F3F01F0F237185F659A7A274F40D332C12,4,0,2,14,0,0,0,0,0,0,11,2,1,0,0,0,0,0,13,1,0,H,13357.1428571429,7000,625992.857142857,561400,0
731,0xFEED2018BF24E87258660DD1D43DDAED15F0BE1BFC6C4106B37932511F93A43C,4,4,2,21,0,0,0,0,0,0,5,7,5,0,3,1,0,1,21,0,0,H,2142.85714285714,1000,51404.7619047619,42400,0
732,0xBABAC23694AE363F18D1794CF3B09D5BA170BC0996FF2492C3E539722844601B,5,1,2,65,0,0,0,0,0,0,47,0,2,0,0,0,16,0,56,9,0,H,1523.07692307692,1000,50162.4615384615,83500,0
733,0x04EB664A043BB1541690546760B62D99DC4BEF5B8118AA7E8553DE9EDDF140C4,5,0,2,43,0,0,0,0,0,0,5,10,8,8,0,0,12,0,43,0,0,H,1023.25581395349,1000,42193.023255814,41500,0
734,0x42F8DCBBE76646FC2FB0B8AC2573143359C14BAEE358E2F854F3392918EACE6B,4,3,2,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,H,15250,25000,432475,620000,0
735,0xA4DDF27D5399EDF5E33B559BA1F67E45DA6B6C1E427822B47BC387197A92F65D,2,4,2,39,0,0,0,0,4,0,24,2,13,0,0,2,2,2,27,16,0,H,636.023255813953,1000,7232.82627906977,10700,0
736,0x7973BB70538222EC67E77720AC899F652F1F6CA5D021C67CD3D546EB5E3D15CF,4,2,2,211,0,0,0,0,0,0,71,43,61,10,7,5,14,1,191,20,0,H,1593.47393364929,1000,38050.5752132701,25200,0
737,0x377EDCE94BA1C537DB0AE2E458C50481066F7F30E24A76055433121EE5EE59A0,4,4,2,215,0,0,0,0,0,0,75,31,6,23,19,50,11,3,168,40,7,H,1605.02325581395,2000,68859.3544186046,43700,0
738,0xE17C6680A01EB1EA5125258487243CBD12D761527D366BF81ADDD6BFF4CA2635,5,1,2,91,0,0,0,0,0,0,69,7,13,0,0,0,2,1,75,16,0,H,1538.79120879121,100,120403.576923077,9000,0
739,0x586517F5601491729E9253203F190197D95250931167589C748395E84FD1E9BD,4,0,2,18,0,0,0,0,0,0,8,3,6,0,0,0,1,1,16,2,0,H,2227.77777777778,2000,130471.777777778,82000,0
740,0xFD89821088AED25811134900CD3DA27C5EB7BDDD082995D10882CC29F838AB2F,2,0,2,23,0,0,0,0,0,0,4,1,4,0,8,0,6,2,21,2,0,H,773.913043478261,1000,25306.2608695652,25950,0
741,0x726617E6F30D71C78D4D9D9ECC7524D8B2ED80D3C175C5AF12D0A887472D9486,3,1,2,26,0,0,0,0,0,0,9,1,4,0,4,0,8,2,26,0,0,H,1151.92307692308,2000,52434.5769230769,27000,0
742,0x073F32EF52F93E036B2740E1F0801B02AFDAF58F5FAA3B4B017706A6C92CDA3E,5,0,2,66,0,0,0,0,0,0,17,18,8,0,0,0,23,1,66,0,0,H,4363.63636363636,3000,227344.545454545,114750,0
743,0x93FBD43E1C1AE1C1EEAADE967DEB04DC9FCDF01073580B8C98FA2AA9560F9B0E,4,0,2,39,0,0,0,0,4,0,12,31,0,0,0,0,0,1,41,2,0,H,984.139534883721,1000,42367.5953488372,40650,0
744,0xF8E355E9E47E391884BFF634367315E92FB887F7458A94C2EA75F606E8652F0B,2,0,1,337,0,0,0,0,0,0,231,33,2,38,2,23,8,0,287,50,0,H,903.080118694362,1000,34397.3189910979,9120,0
745,0x1F2F2765988C2622297F123A201E710F39E554F8EE7AACCC20222A290B470250,5,4,2,57,0,0,0,0,0,0,44,3,4,2,0,4,0,0,30,27,0,H,2545.19298245614,76,87259.9866666667,6269.24,0
746,0xA74024B4F5D2138E71CE4D74666C53F1890B33FBAA2A724D2600918EE8E8D83C,3,2,2,31,0,0,0,0,0,0,9,7,10,0,2,0,3,2,26,4,1,H,2064.51612903226,1000,49498.3870967742,20800,0
747,0xFFD91707A8EDB314FDC7A14E98EB974EBC50ABC2EB8D187E2908054395EB52C0,4,4,2,25,0,0,0,0,0,0,11,8,6,0,0,0,0,1,25,0,0,H,1282.76,1,93829.346,21.3,0
748,0xCD256AE311C4915D0C6B8F23315910542D8C708B9A446F6BCAE104D66377BC72,4,4,2,24,0,0,0,0,4,0,19,3,6,0,0,0,0,2,28,0,0,H,1214.28571428571,2000,79203.5714285714,38200,0
749,0xAE1BF47AF427AA5A0736803390387F001977A04597908E53B5B158D1F43F889F,3,0,2,33,0,0,0,0,2,0,27,8,0,0,0,0,0,0,22,13,0,O,1771.42857142857,2000,77160.8571428571,56100,0
750,0x8ACDF0DD2EBBB5A7713FEA7ECEF70C757B8C07537A62A30EAB5CAB6590E51FF9,4,3,2,28,0,0,0,0,0,0,9,2,0,0,0,16,1,5,21,6,1,H,1392.85714285714,1000,24612.1428571429,14900,0
751,0x289DBAD60F2894F90999E016D9B5BA5923F294CB411714E4D5636983A93941CC,5,4,2,22,0,0,0,0,0,0,20,2,0,0,0,0,0,0,16,6,0,O,4954.54545454546,5000,128770.454545455,106000,0
752,0xE4F5FD6FECF8EF39779E46D144BC997AEAE62440B1ABFA42785EDF9D74336287,5,4,2,15,0,0,0,0,0,0,9,0,2,0,0,0,4,0,10,5,0,O,2698.53333333333,100,58541.0506666667,2880,0
753,0x434655F0115336FEC66D2810EB730A81B29C97ACA1B393C9328F1172ED96E3E4,4,4,2,15,0,0,0,0,0,0,5,0,10,0,0,0,0,2,15,0,0,H,1534.66666666667,1000,39136.6,11750,0
754,0x23547C2C5434D1D6E73D78FF86EFAF8E7124E2FBFF7EDF6178B503E1F108EA80,5,4,2,94,38,0,0,0,0,0,102,6,0,14,2,8,0,0,93,39,0,O,1030.31060606061,1000,89513.4568181818,79400,0
755,0xBDE194D0BFA0F98CBA07BD75FD5E76FBEA12B97EBB607011252B1D01BE33A364,4,0,2,24,0,0,0,0,0,0,0,0,24,0,0,0,0,2,24,0,0,H,875,1000,26471.8125,29300,0
756,0x873A27E7702937BB8FA1837E93C9E6264FF61B5FDA84BF27BD502AD2D04EB9C2,3,0,2,25,0,0,0,0,0,0,4,2,2,2,6,0,9,6,25,0,0,H,1360,2000,57617.6,57540,0
757,0x698F53E0527A02C5B16F6D2750C0CC9F1F7DF43DCD4667832E0376BE0FA0B604,4,4,2,53,61,0,0,0,16,0,112,4,0,2,0,1,11,0,93,26,11,R,1342.83076923077,1000,108527.032,79000,0
758,0xA9015B71C8F13FA033B7C716AA21E3ABBCA11B1068FEF0BEFC11093FC564E138,4,4,2,16,0,0,0,0,0,0,0,0,0,16,0,0,0,3,16,0,0,H,2875,1000,513723.125,203400,0
759,0xF239165EFBE9DEFD47EC3411A8B69C1D4A157D486D0E4666851E2D0A0A82EEA9,4,0,1,14,0,0,0,0,0,0,1,0,6,0,7,0,0,2,14,0,0,H,957.857142857143,1000,14737.4285714286,11550,0
760,0xF3CD47897619F9DF11383A1992953E1D4FA422D472B067654033E99BB835D1A2,4,4,2,121,0,0,0,0,18,0,100,28,2,4,5,0,0,0,107,32,0,O,3254.67625899281,5000,101306.899280576,122000,0
761,0x782D537450115F85255D841544D9C60363EC8D5851081418DE4BA523CF8D7228,3,0,2,100,0,0,0,0,0,0,36,30,3,6,10,15,0,0,98,2,0,H,939.85,1000,10839.975,6070,0
762,0x2FF16E9446679EEF5EFFC104D2CF1149CC54544C39FED18B9ACE8D8F40F5E8C4,6,4,2,11,0,0,0,0,0,0,4,2,0,5,0,0,0,1,4,7,0,H,16636.3636363636,11000,564836.363636364,222200,0
763,0x441FA553C0A82361D30619D0156A479EA99E54D9A386864B3C077696BA879AE7,4,1,2,21,0,0,0,0,2,0,16,2,3,0,0,0,2,0,9,14,0,O,2391.30434782609,1000,90098.2608695652,28600,0
764,0x5E09BDD44A31701EF6538A00BB21AE1FF9F2336F275E8CB77B190E2373D043C3,4,1,2,51,0,0,0,0,0,0,43,3,0,0,0,0,5,0,43,5,3,H,3333.33333333333,2000,297636.078431373,487800,0
765,0x1C5395B55365E786D1A40B7795E1497633F8BD1132700A634D645735CE8FDEA5,5,3,2,33,0,0,0,0,0,0,4,5,10,0,0,0,14,6,33,0,0,H,476.818181818182,1000,17396.613030303,77850,0
766,0x83BFDC2417B52390B58BA8198321500C8A7B4E64EFC1C7D8B025407045E0A34C,3,4,2,23,0,0,0,0,0,0,13,0,5,1,0,4,0,2,16,7,0,H,3243.47826086957,2000,156456.52173913,83000,0
767,0x7BB628D162DC7088293C65B4E0EDB8FAFF9AF10223E7E0710C25F2B4CD027493,5,1,2,20,0,0,0,0,0,0,8,7,4,0,1,0,0,0,19,1,0,O,1505,2000,48716.5,62000,0
768,0xB48EB62D0903863C7738A2169D75C018D0488F870AF9851F50B0E2F4589FEA56,3,0,2,20,0,0,0,0,0,0,12,3,1,2,1,0,1,0,20,0,0,H,1450,2000,54110,141600,0
769,0xD70D76A9BEB08692E6F07D613EAA4F1B8E41FA00164BAD82A93A348DBE5F3874,5,4,2,37,0,0,0,0,0,0,11,18,8,0,0,0,0,1,35,2,0,H,1299.45945945946,1000,44730.972972973,25200,0
770,0x84274FABF0D64E5F29B30D73082989A3570D46B60230E2B9CE4B862F1B3DA5AE,3,0,2,14,0,0,0,0,0,0,7,0,1,0,0,5,1,0,14,0,0,H,771.428571428571,1000,67270,65300,0
771,0x027A8F0CCE96B6750EC38BC080D1212D39725659C80B000FF12536DA12541583,5,4,2,7,0,0,0,0,0,0,1,3,2,0,0,0,1,6,6,1,0,H,2490.85714285714,6000,343266.625714286,180000,0
772,0xECF247284D08CD53163ECC7E155BC0BA0827B41106A0CFC716BB7816A0D0DEE3,5,2,2,152,0,0,0,0,0,0,45,39,24,13,11,18,2,2,127,25,0,H,1901.82894736842,10000,76034.7064473684,314500,0
773,0x8D46F63EF84AF0FE6EABFA2659B83FDA245E3D9C95F4923DF23F316BEE98F873,5,4,2,17,0,0,0,0,0,0,9,0,1,0,0,0,7,0,7,3,7,O,1433.82352941176,1000,51677.9411764706,28650,0
774,0xE2738BA4F89CBD46503BBC39FC10BD1E7A9903BBACDA4335E652C0DC7B21795C,3,0,2,33,0,0,0,0,0,0,28,4,1,0,0,0,0,0,32,1,0,H,1039.12121212121,1000,53726.4560606061,30950,0
775,0xFADE631E2F20F3319BB82EA4512B38D82828BEC318142C6523D2E1E900B14B0D,5,3,2,79,0,0,0,0,8,0,70,1,4,9,2,0,1,0,58,29,0,H,3709.08045977011,5000,135360.402298851,114000,0
776,0xC27222896106E10F2B79DC9CC7EB3FE74935D86545C66CB712F5E71CBCC95B5A,3,4,2,68,0,0,0,0,0,0,66,0,0,1,0,1,0,0,47,21,0,H,1942.27941176471,2000,141785.588235294,46600,0
777,0x35659AA48E5D9351FF49B8788B1769620855CB2853F1866374B77C252B60CE84,6,1,2,15,0,0,0,0,0,0,1,11,3,0,0,0,0,1,14,1,0,H,3666.66666666667,2000,53250.6666666667,98000,0
778,0xBB2CC2B73B10B7324EDF6FAA8F6174047CBB44CACADFCFC7BAE338A30D49E999,5,4,2,178,0,0,0,0,4,0,50,53,55,0,0,16,8,0,169,13,0,H,3809.23076923077,5000,51977.6714285714,59000,0
779,0x610F9E4A5392FF1B4A3A26553D0342DD5986ABC46AC3666CA43CECAC3900234D,3,4,2,83,33,6,0,2,26,A,119,11,3,5,2,10,0,0,117,33,0,H,1121.5,2000,46353.8346666667,23600,0
780,0xA8BA68269A508811EDD821A24B5F848E0DF65D764C74F1D643D7C5CFE6721429,5,4,2,122,0,0,0,0,0,0,68,18,13,16,7,0,0,0,99,23,0,H,2426.96721311475,1000,78640.1257377049,84500,0
781,0x5206E21D266AE1449460C25A3A828A2D6BD6493C90A35DFDD0DA26E6FD14C3AD,4,3,2,46,0,0,0,0,0,0,11,1,32,0,0,0,2,2,46,0,0,H,2044.71739130435,1000,48045.2713043478,24000,0
782,0xD527276C72772C6FA7FA43194B4E2CC72EFFB7C5C510D82834AA1999F008A42D,5,4,2,44,0,0,0,0,0,0,2,13,9,10,0,0,10,1,41,3,0,H,1785.45454545455,1000,42780.5545454545,25350,0
783,0x4A5CDDC4E5C6E02D1ED94660E4F3825EE05E89757C1754D79C022AC6431A12CF,5,1,2,45,0,0,0,0,0,0,7,1,34,1,0,2,0,2,45,0,0,H,2244.44444444444,2000,56170.8888888889,41800,0
784,0xF21198730972605FE0DF42EBEA744924BFD86453B02EA975399907CAD7C29FAB,4,0,2,221,0,0,0,0,16,0,122,37,6,2,27,39,4,0,223,14,0,H,6544.30379746835,10000,66726.1181434599,144500,0
785,0x9487C8AA6ACEFCCE647EA2FE21F9DE49E6B4D8E4E971B82AD9D9BB9ADA8ED91F,5,3,2,10,0,0,0,0,0,0,1,3,4,0,0,2,0,2,10,0,0,H,6700.4,202,183327.22,5373.2,0
786,0x8DD9E104B4F9BB4A825C69371EB27AF4C08A10259AA2E13C10541076FD1EB157,5,4,2,41,0,0,0,0,0,0,16,7,3,0,0,6,9,6,41,0,0,H,391.341463414634,500,26331.4363414634,47750,0
787,0xB4BD555D31866F5225043BD09FC81A108295106C6DAA66107AFA32CB1EF9FD4B,3,2,2,8,0,0,0,0,0,0,2,4,0,0,0,0,2,1,8,0,0,H,1625,2000,18198.75,36900,0
788,0xCE834FFC12AE9301417D4A37510377758BF6D7A5F065DBAC7E2ED21661A1CB8A,5,0,2,102,0,0,0,0,0,0,96,4,0,0,2,0,0,0,88,14,0,H,1127.45098039216,1000,49873.431372549,67500,0
789,0x8C8671C48B83FC0C185FE81FDF5F32CC9B111AA9169F480AC3EECD93E1C5EFC6,1,0,2,14,0,0,0,0,0,0,10,2,0,0,0,2,0,0,13,1,0,H,1571.42857142857,1000,39990.7142857143,31100,0
790,0xF01CCCEBE0F736BD8558205866116E82671717813132A3E62EACFA74E3B937CA,4,0,2,10,0,0,0,0,0,0,8,0,0,2,0,0,0,0,10,0,0,H,1200,1000,13668,9250,0
791,0x0F7559E449C23782D188D9ED65BAEC97D2AE80B799C70354AF74EC48D48322A8,3,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,7,6,0,1,7,R,1626.25,1000,27736.375,14900,0
792,0x4A7F06CD03AC88D324A368A95F1981C8DAEC083A78C410C426BBF36D1E4DD6B1,2,0,2,10,0,0,0,0,0,0,5,0,3,0,2,0,0,4,8,2,0,H,910,1000,28787,12300,0
793,0xCAA4635D8CC18B33A275A2F0A7C639E1B0FA4E260191368BB0285E37CB052B49,4,4,2,14,0,0,0,0,0,0,1,4,4,0,0,0,5,1,14,0,0,H,971.428571428572,1000,24528.5714285714,24100,0
794,0x53A7E71022468E2B66E8B884F597923B65B2672456BA4DEB4BF546AEF7D57C53,6,3,2,183,0,0,0,0,46,0,159,37,12,2,6,4,9,0,152,68,9,H,1962.5327510917,3000,45443.96069869,26640,0
795,0x94812D03E15D768CB9C9A9654EB397EA66D5FEB2D9C60DE0C11668186C3D2D04,4,0,2,12,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,7,0,O,5583.33333333333,1000,160416.666666667,113500,0
796,0xB7B5ACC11DCC6E53739C9A8751440CE6974877067BFE2785B959D648355951A8,2,0,2,82,0,0,0,0,2,0,50,2,2,5,6,8,11,6,46,24,14,H,1202.38095238095,1000,66393.2142857143,14760,0
797,0x448874EEE9DEB96A7259BBC81ED4B4C91A9343562BE23FDFF7734C1EF8F573FA,3,0,2,10,0,0,0,0,0,0,0,0,10,0,0,0,0,2,10,0,0,H,4000,5000,51055,40500,0
798,0x53B251955428AD9BFD44FE2FD6ABF40BCD7ECB6D11E6893F32A67F4D24D3A775,4,4,2,130,0,0,0,0,0,0,65,6,40,0,1,0,18,2,127,3,0,H,837.876923076923,2000,22319.6329230769,24360,0
799,0x3174A23B6D4588F5672ED9B36890701CBE34638F072C061DC98ED84705467780,6,4,2,23,0,0,0,0,0,0,5,1,10,0,0,0,7,6,22,1,0,H,2260.91304347826,2000,86266.9217391304,51520,0
800,0xC3C0692CDFC55A3A00D9404AC75D7031661B200DAE81079B2F75E3E1FFFD89F4,5,4,2,54,0,0,0,0,0,0,0,18,35,0,0,0,1,2,54,0,0,H,2314.81481481481,2000,102314.814814815,90500,0
801,0xADD07CC617074E8DE59643CAFFEF8FFE046AE75B65E6244BABC6D0245346FA83,6,0,2,45,0,0,0,0,0,0,26,14,0,0,2,1,2,6,37,8,0,H,1468.84444444444,2000,53776.2575555556,51800,0
802,0xE6DC03687ED9BA51E4F2FC47A0BEB867C8B6584028B3AEDFA22104F588E15175,3,2,2,63,0,0,0,0,0,0,33,7,12,0,4,3,4,0,55,6,2,H,1681.15873015873,2000,28418.3642857143,25600,0
803,0xE690D8923B23F39A2E1FB5F28EDF263DBCDA6F79AFFD45F1D0916A3D1CB11968,5,4,2,123,0,0,0,0,10,0,110,8,2,0,0,4,9,2,97,36,0,H,2543.45864661654,5000,56481.7142857143,47000,0
804,0x2DEC0AD5D666F0E469333F7A3571258F3F25CDCF84C459DECE675160B8F464E6,5,4,2,46,0,0,0,0,0,0,5,5,20,0,0,0,16,1,46,0,0,H,1119.58695652174,1000,27807.452173913,10150,0
805,0xBF192C1CB099524AF8BB15220C95E6F039238424039E8D09DACDFC49A13473C3,4,0,2,10,0,0,0,0,0,0,1,3,6,0,0,0,0,2,10,0,0,H,1800,2000,31868,36900,0
806,0x61BC1502EA4B98D6AF0805CB4838046BE70A78764F5DFEE069BEA554BCFC7780,5,4,2,67,0,0,0,0,0,0,13,1,34,0,1,2,16,0,67,0,0,H,2194.97014925373,3000,65871.1895522388,32850,0
807,0xE40CB9934A0D8B65F0C48A868559A3589FB4D4807726224073DE14888FBF374C,4,1,2,74,0,0,0,0,0,0,18,29,16,0,7,3,1,0,60,14,0,O,1974.09459459459,1000,38070.4702702703,30600,0
808,0x04DC35824EF824DF0EE91F02B2867215AF49926F73824E855F4F62442BC94418,3,4,2,21,0,0,0,0,0,0,13,1,2,0,0,4,1,0,20,1,0,H,1866.66666666667,1000,148353.80952381,240100,0
809,0x9500F584FCB9C710950D6A53C90BECADAFC1DD2FB6E90A5C6B5113AEDFF87BDB,4,0,2,81,0,0,0,0,38,0,62,43,4,5,2,3,0,1,112,7,0,H,760.436974789916,1000,30739.8974789916,32400,0
810,0x450240506A77FE7733A290F98DD6C96AF54FA687919BADA3A10AF2318451279D,2,3,2,51,0,0,0,0,0,0,9,2,26,0,0,0,14,2,47,4,0,H,1539.45098039216,12,33961.4352941176,133.2,0
811,0xBBEBF466BD8582E6ABA62B9193B37A13B5C5E96FB1A3B909EA55656A36815684,4,3,2,70,0,0,0,0,2,0,34,13,0,8,0,17,0,1,43,29,0,H,2958.33333333333,5000,159240.972222222,124000,0
812,0x667161BF8F8A63B82C4B7D30B5238DB1E89C5A19A088EEB1A0B6CF4E180351AE,4,4,2,125,0,0,0,0,0,0,101,8,0,2,13,1,0,0,65,60,0,H,1480.624,1000,82917.2376,67800,0
813,0xCCAE1EAD80C738113B32B1DEFF647C0491698AA29D8BA447250862BA30771976,4,4,2,22,0,0,0,0,0,0,5,4,0,0,0,12,1,5,9,13,0,O,617.5,100,128732.472727273,36349,0
814,0xFD0159E023D24D7406D69B223A924B051C365B34B486BD99C2160C145750A9A6,5,4,2,39,0,0,0,0,0,0,18,4,2,1,2,2,10,6,28,11,0,H,24974.358974359,100000,265405.384615385,430000,0
815,0xBBC5BE04C918E0F7E3E4E217845205B87D734CF4A087AD235DFFBF446D0E28F4,4,4,2,32,0,0,0,0,0,0,28,2,2,0,0,0,0,0,30,2,0,H,1437.5,1000,102276.5625,71500,0
816,0x2F3AEE6F04BF5B4F17DCCEB70C5EFF937F912CA5FD814328301FF54CA345AB21,5,4,2,96,0,0,0,0,0,0,22,11,52,2,0,9,0,2,80,16,0,H,735.041666666667,600,44002.435625,17010,0
817,0x6634A53D295C8986B95A879B928DF67D89719BF4EBC70A18D5FCF706AE0251B3,5,4,2,220,0,0,0,0,0,0,16,56,106,7,0,10,25,2,219,1,0,H,1603.30909090909,2000,34101.1338636364,22700,0
818,0x465B357DD79292A417E40040DDF423C61ECAA215B05FAD77EDFC5957FE9C0E77,3,1,2,48,0,0,0,0,26,0,50,5,8,0,9,0,2,0,72,2,0,H,3543.24324324324,1000,78037.027027027,73100,0
819,0x612ACE7E213ED9C00D235DE0FCFA066C8B42D3AFC809554D0279C1DB2237E46F,6,4,2,59,0,0,0,0,0,0,51,1,3,1,2,1,0,0,47,12,0,H,1158.22033898305,2000,89112.81,144500,0
820,0xC44D16F9CD755253B30DBF6C4CDE31694A81DFECCADA4ECFB7737A99144CCC85,5,4,2,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,31,2,0,H,1107.09090909091,1000,13637.9363636364,8700,0
821,0xD65E8AAAFF5D302BECED6D1B9B830605C40559A214C3582B789943D8F985B5A4,4,3,2,75,0,0,0,0,0,0,23,1,4,20,7,5,15,0,61,14,0,H,1113.54666666667,10,40366.5625333333,36194,0
822,0xBF17656C928C31E039F26CEA57514107AF55E9A483D1577510F4889D59945E25,4,1,2,246,0,0,0,0,2,0,118,24,24,19,8,6,49,6,224,24,0,H,2956.85483870968,1000,63401.814516129,29700,0
823,0x2C4C05807B33DC8F992D997B8D456B95C784DDB98E2BD37AD85423A95F9F6B02,6,4,2,17,0,0,0,0,0,0,0,5,0,0,1,0,11,1,17,0,0,H,2347.41176470588,2000,67989.6705882353,183800,0
824,0x5467DD9DA72DE0B6624FC00F14FD119B29FC42B3E0DAD618FEEF2000C5DB1252,6,4,2,22,0,0,0,0,0,0,9,11,0,0,0,2,0,0,17,5,0,O,1243.5,1000,24367.2286363636,10950,0
825,0xBA3EA9E19CEA1794B53BCF2369D00BF86EDA03046DC7D6B3EC74BA4D3039C77F,4,0,2,43,0,0,0,0,0,0,13,18,3,2,1,0,6,6,43,0,0,H,1006.97674418605,1000,29067.511627907,30030,0
826,0x3BE5B31BF2FE0DDE61029C55FDF1895DB8B9457C95CC7BA139A4797C5E3E7AFF,4,0,2,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,H,2505,1000,48940,18950,0
827,0xAE90B8704AE6D62D0E7BF8D014EAC5DE47B76E56B45367710008988CF8402957,3,3,2,7,0,0,0,0,2,0,7,2,0,0,0,0,0,0,6,3,0,H,1666.66666666667,1000,121977.777777778,70400,0
828,0x8330ECF124CA57EF710501EABB936565CF0259892C12750614C40FA73DBDD6FA,5,1,2,54,0,0,0,0,0,0,24,0,5,7,0,10,8,0,47,7,0,H,1051.77777777778,1000,171040.118518519,108900,0
829,0x656C681E9062D66F4848005CC6A5C5BB294DA68E3251D3DA50B63B1B747C49E0,5,0,2,44,0,0,0,0,0,0,13,15,3,0,8,5,0,4,44,0,0,H,3068.18181818182,20000,236707.727272727,265000,0
830,0x8D46F641F6BD7AA85D1AAFDC26B681210EA68FA8D5DABF3C5F937237B1EE8448,5,4,2,433,0,0,0,0,4,0,259,47,43,16,55,4,13,2,382,55,0,H,1113.70480549199,2000,36736.4598627002,21900,0
831,0x8229E83615E9A08F843A2BCE06AA8884E73AE6E20363C258770AAA7AC409CAC8,2,0,2,9,0,0,0,0,0,0,8,0,0,1,0,0,0,0,6,3,0,O,1000,1000,31477.7777777778,31250,0
832,0xF2B275964BA29E308EA3C9CA4B5651F423471FCABA6AE470E1B1FF254699A4B9,4,2,2,15,0,0,0,0,0,0,2,1,4,0,0,0,8,6,15,0,0,H,3411.33333333333,3000,126111.066666667,234000,0
833,0x2D29851836C64B4F4515E7069DCFF0FD86475DA5AD151DE678AAA8E70B20F3F6,3,0,2,37,0,0,0,0,0,0,25,2,4,3,3,0,0,3,37,0,0,H,1283.78378378378,1000,102618.648648649,39250,0
834,0x364F1A251277A168FD61BA79487572423F091D612D76F2E4A1ADC60D3D70DA13,4,4,2,84,0,0,0,0,0,0,61,6,0,10,2,5,0,0,50,34,0,O,1255.86904761905,1000,45269.2213095238,41000,0
835,0x91D1B6EA1FF335AFA014794A5FF172778E1080F787832DED43D6EFAC408B5714,5,4,2,17,0,0,0,0,0,0,8,3,0,2,0,0,4,0,9,8,0,O,8170.82352941176,5000,145108.343529412,128000,0
836,0xFD9245F752C21A8FC8BDDF9126D6AFF78623AE5C8FA2A9881B18DC6E96EF39AC,5,0,2,45,0,0,0,0,0,0,17,4,0,2,2,2,18,6,37,8,0,O,1822.22222222222,1000,36856.2222222222,14510,0
837,0x7F464E6B5FB6B69E415D69274A5FAC422A82980241682514FB81609348ED012C,4,1,2,40,0,0,0,0,0,0,37,3,0,0,0,0,0,0,19,21,0,O,2056.925,3000,47160.00575,68850,0
838,0xC295682E2840A11D08907A0B7B59A796A5D7C33F16D1BFA65ADB60A70F7219B9,4,0,2,5,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,3,0,O,7400,6000,285096,181080,0
839,0x6D7AB79E8920623728587744737BE0E3BFE63381A60B35A9DE640C5D182DE03E,4,0,2,90,0,0,0,0,36,0,57,35,4,4,8,16,2,5,103,23,0,H,3579.36507936508,5000,62024.7619047619,38000,0
840,0xE710A7B68423F04687AA85AFB5BBB2854E68C465A5EE95CBE1591799E7FD13EA,5,0,2,9,0,0,0,0,0,0,4,0,3,2,0,0,0,0,5,4,0,O,1000,1000,46477.7777777778,83500,0
841,0x7632665F6F6C53C98B1D49DC9441BDFCB244FF6E5F66FB24EEF3701EB2DE172C,5,4,2,45,0,0,0,0,8,0,46,1,5,0,1,0,0,1,49,4,0,H,1588.67924528302,1000,223978.679245283,79300,0
842,0xD54B3DF9306501143581B6E5579DA16C6A9D897235C3CEF9859B02F22B290C7F,1,1,2,27,0,0,0,0,0,0,1,2,22,0,0,0,2,2,27,0,0,H,3387.40740740741,1000,78185.7777777778,19850,0
843,0xE6963A0BB67C8F0AD8E395D5C0D5444B9DE3D8A52C9E3860BE8B4EFEDDF43203,4,4,2,128,0,0,0,0,2,0,30,33,1,35,1,27,3,1,94,33,3,H,1016.97692307692,1000,68664.0776923077,65900,0
844,0x1911433D2CA3B81034F9C61228F363502FF94E11380EFB0368EDF66C59787F55,5,4,2,75,0,0,0,0,0,0,37,8,8,0,1,8,13,5,72,3,0,H,1161.28,1000,26335.616,17750,0
845,0x1AC4AD6103DDB6C5170B722182394A2DAD1C33353D61F4F18CE4A2ADCA0868EE,4,0,2,17,0,0,0,0,0,0,7,2,3,0,1,0,4,0,15,2,0,H,1117.64705882353,1000,43573.5294117647,80900,0
846,0x5A00D0851F44464C677D73AA575A9F1ED130B39B9A831250A23C5A4A12FC3AB6,4,2,2,67,0,0,0,0,0,0,16,0,14,0,1,4,32,6,63,4,0,H,1135.16417910448,1000,26746.2820895522,17360,0
847,0xE49F5C5666964D7AB03169923F63E3E0EDBB5773F6BA96E65304A3D8BA98A275,3,0,2,28,0,0,0,0,0,0,7,0,0,0,12,5,4,4,28,0,0,H,1001.92857142857,1000,28544.6357142857,11150,0
848,0xFAF2D703DCCA2AF2759486B749CA28C9EB3C34C50F88237EA7AA11001C731CA5,6,4,2,16,0,0,0,0,0,0,10,0,0,0,3,0,3,0,14,2,0,O,3750,2000,103846.875,73400,0
849,0x46B90968D6DA62443BC0763264000626606447D0897A55D527ACD91E42C25C06,5,4,2,29,0,0,0,0,0,0,8,0,9,0,0,3,9,2,29,0,0,H,1673.41379310345,2000,71821.474137931,39800,0
850,0xFB3C411C9907B83889922BCC5A41BF537FE36498A1494F0462B7ADA951E983F5,6,3,2,59,0,0,0,0,0,0,9,9,40,0,0,0,1,6,51,8,0,O,1677.96610169492,3000,29803.7288135593,132000,0
